"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"27/11/2023 - 11:55","30/11/2023 - 12:51","Halden Padel","Halden","post@haldenpadel.com","Padel","✔","
 
Trivselsledere får 30% avslag på padelspill mellom 8.00 og 16.00 på hverdager og etter 17.00 på lørdager.
Ta kontakt med HPS, på 94 48 25 52, for booking.
Husk å ta med gyldig kulturkort for fremvisning.
"
"28/11/2023 - 09:01","05/11/2024 - 09:00","Real Escape Games","Sandnes","post@realescapegame.no","Escape room","✔","
 
Trivselsledere får ved 20% avslag på alle escape room ved bruk av rabattkoden ""KulturkortTL20"". Rabatten er gyldig for hele gruppen, så lenge Trivselslederen som booker, har gyldig kulturkort.
 
Husk å ta med gyldig kulturkort for fremvisning.
Gjelder ut 2025.
"
"28/11/2023 - 13:11","12/09/2024 - 21:32","ØIF Arendal håndball","Arendal","post@oifarendal.no","Håndball","✔","


oif_arendal_handball.jpg

      



 
ØIF Arendal håndball gir trivselslederne 2 for 1 på inngang ved fremvisning av gyldig kulturkort.
Billetter kjøpes i hallen med forbehold om ledig kapasitet. 
"
"28/11/2023 - 13:15","21/11/2024 - 11:34","Varingskollen alpinsenter","Nittedal","richard.palmgren@varingskollen.no","Skitrekk","✔","
 
Trivselsledere får 20% avslag på kveldskort mandag til torsdag, ved fremvisning av gyldig kulturkort.
Gjelder ikke i skolens ferier.
"
"29/11/2023 - 13:17","02/09/2024 - 16:21","Golsfjellet Alpinsenter Bualie","Gol","post@bualie.no","Skitrekk","✔","
 
Trivselsledere får 2 for 1 på halvdags- og heldagskort i alpinbakken.
Husk å ta med gyldig kulturkort for fremvisning.
"
"30/11/2023 - 09:49","30/11/2023 - 12:50","Fangene på fortet Stavanger","Stavanger","stavanger@fangenepafortet.no","Aktivitetspark","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 09:51","30/11/2023 - 12:50","Fangene på fortet Bergen","Bergen","stavanger@fangenepafortet.no","Aktivitetspark","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 09:53","11/06/2025 - 11:28","Fangene på fortet Oslo","Oslo","stavanger@fangenepafortet.no","Aktivitetspark","✔","


fangene_pa_fortet_-_oslo.png

      



 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 09:56","30/11/2023 - 12:50","The Cube Oslo","Oslo","stavanger@fangenepafortet.no","Aktivitetspark","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 09:58","30/11/2023 - 12:50","The Cube Bergen","Bergen","stavanger@fangenepafortet.no","Aktivitetspark","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 10:03","30/11/2023 - 12:50","The Cube Stavanger","Stavanger","stavanger@fangenepafortet.no","Aktivitetspark","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 10:07","30/11/2023 - 12:50","Megazone Oslo","Oslo","stavanger@fangenepafortet.no","Lasertag","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 10:09","30/11/2023 - 12:50","Megazone Bergen","Bergen","stavanger@fangenepafortet.no","Lasertag","✔","
 
Trivselsledere får 50% avslag på dropin, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 10:38","21/11/2024 - 11:34","Elvetangen svømmehall","Nittedal","oyvind.telle@nittedal.kommune.no","Svømmehall","✔","
 
Halv pris for TL på folkebadet, ved fremvisning av gyldig kulturkort.
"
"30/11/2023 - 13:17","21/11/2024 - 13:00","Fjellheisen","Tromsø","ulf@fjellheisen.no","","✖","
 
Trivselsledere får ved bruk av rabattkoden ""Trivselsleder"" billett til Fjellheisen for 100 kroner.
 
"
"30/11/2023 - 13:45","11/06/2025 - 11:53","Naturhistorisk museum","Oslo","marianne.strom@nhm.uio.no","Museum","✖","
 
Trivselsleder og en klassekamerat/venn/søsken får gratis inngang, ved fremvisning av ett gyldig kulturkort.
Gyldig ut 2024.
"
"06/12/2023 - 09:19","01/10/2025 - 14:53","Mandal svømmehall","Lindesnes kommune","","Svømmehall","✔","


mandal_svommehall.jpg

      



 
Mandal svømmehall gir trivselslederne 2 for 1 på inngang ved fremvisning av gyldig og utfylt kulturkort. 
 
"
"07/12/2023 - 11:01","11/12/2023 - 13:43","Tyin Filefjell Skisenter","Vang","olem.jaegersborg@tyin.no","Skitrekk","✔","
 
Trivselsledere får 50% avslag på ordinære dagskortpriser, ved fremvisning av gyldig kulturkort.
www.tyin.no
"
"07/12/2023 - 11:12","21/11/2024 - 12:58","Finnsnes skiklubb skitrekk","Senja kommune","skiklubben@outlook.com","Skitrekk","✔","
 
Trivselsledere får 50% avslag på kveldskort i ukedagene.
Husk å ta med gyldig kulturkort for fremvisning.
"
"11/12/2023 - 13:27","21/03/2024 - 09:41","Vaset skiheiser","Vestre Slidre","olav@vaset.no","Skitrekk","✔","


unnamed.jpg

      



 
Trivselsledere får 20% avslag på dagskort, ved fremvisning av gyldig kulturkort.
 
 
"
"12/12/2023 - 11:10","12/12/2023 - 11:10","Hitrahallen svømmehall","Hitra","jga@hitra.kommune.no","Svømmehall","✔","
 
Trivselsledere får halv pris på billett til svømmehallen.
Husk å ta med gyldig kulturkort for fremvisning.
"
"12/12/2023 - 12:08","20/11/2024 - 11:19","Skyland Tønsberg","Tønsberg","booking@skyland.no","Trampolinepark","✔","
20% rabatt på inngang for trivselsleder, ved fremvisning av gyldig kulturkort.
"
"12/12/2023 - 15:22","13/12/2023 - 10:20","Toten HK","Toten","leder@totenhk.no","Håndball","✔","
 
Gratis inngang for trivselsledere, ved fremvisning av gyldig kulturkort.
"
"13/12/2023 - 08:24","21/11/2024 - 13:05","Lyngseidet skitrekk","Lyngen","magicmountainlodge@gmail.com","Skitrekk","✔"," 
Trivselsledere får 50% avslag på dagskort, ved fremvisning av gyldig kulturkort.
"
"02/04/2024 - 12:30","18/12/2024 - 13:48","Høyt Under Taket Kokstad","Bergen","sofie.vervaet@hoytundertaket.no","Klatring","✔","


hut-logo-kokstad-horisontal-pos.png

      



Trivselsledere får 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv.
"
"03/04/2024 - 09:56","08/04/2024 - 09:43","Rana Klatresenter","Rana","post@ranaklatresenter.no","Klatring","✔","


logo_rana_klatresenter.png

      



Trivselsledere får halv pris på inngang og leie av utstyr ved fremvisning av gyldig kulturkort. Barn under 13 år må alltid være i følge med en voksen (18+) på senteret. 
NB! Voksne betaler kun om de selv klatrer.
"
"05/08/2024 - 12:49","05/08/2024 - 12:49","Matre symjehall","Masfjorden","jhlolsen@hotmail.com","Bading","✔","Trivselsleder pluss én valgfri person får gratis inngang i Matre symjebasseng. Tilbudet gjelder ved fremvisning av gyldig TL kulturkort.
"
"03/09/2024 - 19:45","11/06/2025 - 14:16","68° NORD BULDREHALL","Narvik","narvikklatreklubb@gmail.com","Klatring","✔","


buldrehall_narvik.png

      



Trivselsledere får leie sko gratis når de besøker buldrehallen ved fremvisning av et personlig og gyldig kulturkort. 
"
"13/09/2024 - 16:42","03/09/2025 - 11:42","KIL Ishockey","Kongsvinger","chirre@kilishockey.no","Ishockey","✔","


kil_hockey.png

      



 
Trivselsledere får ta med seg en voksen (18 år+) gratis på hjemmekamper, ved fremvisning av et personlig og gyldig kulturkort. 
 
"
"19/09/2024 - 14:43","11/02/2025 - 15:19","Klatreverket Kristiansand","Kristiansand","kontakt@klatreverketkrs.no","Klatring","✔","


klatreverket_kristiansand.jpg

      



 
Ved fremvisning av gyldig kulturkort, får trivselslederne 2 for 1 på ordinær inngangsbillett og utstyrsleie. Dette gjelder alle dager med vanlig aktivitet.
Det trengs ikke noen forhåndsbooking eller forkunnskaper i klatring.
 
Barn under 13 år skal være under tilsyn av ansvarlig voksen og være informert om sikkerhetsreglene hos Klatreverket sitt anlegg.
"
"01/10/2024 - 15:42","10/06/2025 - 09:38","Narvikfjellet","Narvik","stine@narvikfjellet.no","Snowboard / Alpin","✔","



narvifjellet_logo.png

      



 
Alle trivselsledere får halv pris på dagskort ved fremvisning av gyldig og personlig kulturkort! Kulturkortet vises uoppfordret. Dersom et heiskort er kjøpt og kulturkortet vises i etterkant vil ikke heiskortet refunderes. Dersom man ikke har chipkort fra før må dette kjøpes for å kunne benytte seg av tilbudet. 
 
Tilbudet gjelder ikke i påsken, og er gyldig frem til 30.09.26.

 
"
"07/10/2024 - 09:17","07/10/2024 - 13:05","Bø kino","Bø","ankri@mt.kommune.no","Kino","✔","


bo_kino.jpg

      



 
Trivselsledere betaler kr 85,- for alle billetter alle dager.
Trykk på TRIVSELSKORT ved bestilling på nett og oppgi koden TRIVSEL.
Husk å ta med gyldig og utfylt kulturkort ved oppmøte.
 
"
"17/10/2024 - 13:57","18/10/2024 - 08:51","Sunnfjord skisenter","Sunnfjord kommune","cato.vik@norva24.no","Skitrekk","✔","


sunnfjord_skisenter.png

      



 
Halv pris på dagskort og kveldskort til trivselsledere mot fremvisning av gyldig kulturkort.
"
"18/10/2024 - 12:09","18/10/2024 - 12:13","Fjordsafari i Flåm","Aurland","post@fjordsafari.com","Båt","✔","


fjordsafari.png

      



 
Me tilbyr 2 for 1 på våre turar ved framvising av trivselsleder kort.Bestilling av tur må gjerast i vår resepsjon eller på e-post. 
 
"
"21/10/2024 - 10:32","21/10/2024 - 13:39","Egersund kino","Eigersund","kari.reianes.spangen@eigersund.kommune.no","Kino","✔","


kino_og_kulturhus_logo.jpg

      



 
Trivselsledere får 20 kr rabatt på kinobillett ved fremvisning av kulturkort. 
"
"12/11/2024 - 12:35","12/11/2024 - 13:00","Halsa svømmehall","Heim","tove.lervik@heim.kommune.no","Svømming","✔","


halsa_svommehall_-_bilde.jpg

      



 
Halsa svømmehall gir trivselsledere gratis inngang ved fremvisning av gyldig og utfylt Kulturkort.
"
"21/11/2024 - 10:17","21/11/2024 - 10:38","Nannestad svømmehall","Nannestad","svommehallen@nannestad.kommune.no","Svømmehall","✔","
Trivselsledere får 50% på inngangsbillett onsdag, torsdag og fredag, ved fremvisning av et personlig og gyldig kulturkort. De som er 11 år og yngre må ha med seg en svømmedyktig, badende voksen (18+). Tilbudet gjelder ikke i helger, skoleferier eller helligdager.
"
"18/12/2024 - 13:47","18/12/2024 - 13:49","Høyt Under Taket Letohallen","Eidsvoll","olav@hoytlavt.no","Klatring","✔","
Trivselsledere får 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv.
"
"18/12/2024 - 13:53","18/12/2024 - 14:39","Høyt Under Taket Moss","Moss kommune","olav@hoytlavt.no","Klatring","✔","
 
Trivselsledere får 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv.
"
"18/12/2024 - 13:58","18/12/2024 - 13:58","Høyt Under Taket Skien","Skien","olav@hoytlavt.no","Klatring","✔","
Trivselsledere får 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv.
"
"03/02/2025 - 12:32","06/10/2025 - 09:27","Kolstad håndball","Trondheim","kristine.setting@kolstad-handball.no","Håndball","✖","


kolstad.jpg

      



 
Rema 1000-ligaen: 
Kolstad håndball gir Trivselsledere 50% rabatt på kamper som spilles i Kolstad Arena på feltene A, B2 og C2. Bestilling av billetter gjøres på nettsiden. Bruk Promokode TRIVSEL25 for å få rabatt. 
 
Champions League:
Kolstad håndball gir Trivselsledere billetter til 90 kroner på kamper som spilles i Trondheim Spektrum. Bestilling av billetter gjøres på nettsiden. Bruk Rabattkode TRIVSEL25 for å få rabatt.
 
Gyldig og utfylt kulturkort må medbringes på kamp og fremvises når man går inn. 
"
"06/02/2025 - 16:27","07/02/2025 - 15:16","Runar håndball","Sandefjord","jmj@th-stiftelse.no","Håndball","✔","


runar.jpg

      



 
Runar håndball gir trivselsledere 50% rabatt på billetter til Elitekampene som spilles i Runarhallen. 
Disse billettene kjøpes i billettluka i hallen.
 
Gyldig og utfylt Kulturkort må tas med og fremvises. 
 
"
"21/02/2025 - 12:45","21/02/2025 - 12:46","Nannestad kulturarena, kino","Nannestad","havard.stamso-ellingsen@nannestad.kommune.no","Kino","✖","
 
Alle trivselsledere får 50% på kinobillett på hverdager ved fremvisning av et personlig og gyldig kulturkort!
"
"04/04/2025 - 12:18","04/04/2025 - 12:19","ParkN Play","Bergen","liz@escalon.no","Minigolf","✔","


parkn-finn-logo-gronn.jpg

      



 
Trivselslederne får 50% rabatt på alle spill til seg selv pluss en venn ved fremvisning av kulturkort. Tilbudet gjelder søndag til onsdag fram til kl. 19.00 hele året, (fra kl. 19.00 er det 20 års aldersgrense alle dager).
 
Spill: Minigolf, golfsimulator, brettspill, digital dart, shuffleboard og Duck Pin (minibowling).
"
"28/04/2025 - 09:41","30/04/2025 - 10:34","Lucky Bowl","Ålesund","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 09:52","30/04/2025 - 10:33","Lucky Bowl","Porsgrunn","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:02","30/04/2025 - 10:33","Lucky Bowl","Moss","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:05","30/04/2025 - 10:32","Lucky Bowl","Lillestrøm","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Strømmen, Støperiveien 5, 2010 Strømmen
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:07","30/04/2025 - 10:27","Lucky Bowl","Ullensaker","","Bowling","✔","
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Gjelder Jessheim.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:14","30/04/2025 - 10:25","Lucky Bowl","Haugesund","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:23","30/04/2025 - 10:25","Lucky Bowl","Fredrikstad","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:23","30/04/2025 - 10:41","Lucky Bowl","Time","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: M44, Jupiterveien 2, 4340 Bryne.
 
Husk å ta med gyldig kulturkort.
 
"
"28/04/2025 - 10:27","30/04/2025 - 10:28","Lucky Bowl","Nordre Follo kommune","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Jernbanesvingen 6, 1400 Ski.
 
Husk å ta med gyldig kulturkort.
"
"28/04/2025 - 10:29","30/04/2025 - 10:23","Lucky Bowl","Kongsberg","","Bowling","✔","
 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"12/05/2025 - 14:57","12/05/2025 - 14:57","Escape Haugesund","Haugesund","post@escapehaugesund.no","Escape room","✔","
Escape Haugesund tilbyr trivselsledere (og gruppen de kommer med) 20% avslag i pris hos oss ved fremvisning av kulturkort. 
Husk å ta med gyldig kulturkort.
"
"11/06/2025 - 11:13","11/06/2025 - 11:16","Meråker alpinsenter","Meråker","Lene-Mari@merakeralpinsenter.com","Alpint","✔","


meraker_alpinsenter.png

      



Meråker alpinsenter gir trivselsledere 20% rabatt på dagskort ved bestilling i kassa. 
Husk å medbringe gyldig og utfylt Kulturkort. 
"
"12/06/2025 - 10:53","16/12/2025 - 10:26","Lustrabadet","Luster kommune","kent@lustrabadet.no","Badeland/svømmehall","✔","


lustrabadet.jpg

      



 
Lustrabadet tilbyr inngang til kr. 50 for trivselsleiarar ved visning av gyldig kulturkort.
"
"12/06/2025 - 14:29","01/10/2025 - 14:38","Farsund kino","Farsund","tommy@kinosor.no","Kino","✔","


farsund_kino.jpg

      



 
Farsund kino gir trivselsledere kinobillett til kr 75 per billett. Disse billettene kan kun kjøpes fysisk på kinoen. 
 
Husk å ta med gyldig og utfylt kulturkort.
"
"13/06/2025 - 15:16","18/06/2025 - 10:18","Sandefjord svømmehall","Sandefjord","svommehallen@sandefjord.kommune.no","Svømmehall","✔","


sandefjord_svommehall.jpg

      



 
Sandefjord svømmehall gir trivselsledere gratis inngang.
NB: Avtalen gjelder i første omgang fra 07.07.2025 - 31.12.2025.
 
Gyldig og utfylt Kulturkort må fremvises.
"
"16/06/2025 - 09:42","16/06/2025 - 09:45","Evasion Escape Room Moss","Moss","kontakt@evasion.no","Escape room","✔","

Prøv et av våre spennende escape rooms i Moss eller Fredrikstad. Enten om du har mye erfaring eller aldri prøvd escape game tidligere er vi sikre på at du får en morsom utfordring hos oss. For bestilling, kontakt oss på kontakt@evasion.no eller tlf:+47 9009503 (ikke sms).
 
Trivselsledere får 20% avslag på escape rooms i Moss/Fredrikstad ved fremvisning av gyldig kulturkort.
 
"
